,datadate,feature,value score,feature description,feature definition,month
3905,2008-07-01,rect_act,0.0004560000000000002,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2008-07
3906,2008-08-01,rect_act,0.00024800000000000034,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2008-08
3907,2008-09-01,rect_act,0.000415999999999998,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2008-09
3908,2008-10-01,rect_act,0.005167999999999999,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2008-10
3909,2008-11-01,rect_act,0.000528,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2008-11
3910,2008-12-01,rect_act,0.0030560000000000006,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2008-12
3911,2009-01-01,rect_act,0.0007960000000000009,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2009-01
3912,2009-02-01,rect_act,0.005672,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2009-02
3913,2009-03-01,rect_act,0.0023520000000000004,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2009-03
3914,2009-04-01,rect_act,0.0071200000000000005,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2009-04
3915,2009-05-01,rect_act,0.003472,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2009-05
3916,2009-06-01,rect_act,0.0011200000000000016,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2009-06
3917,2009-07-01,rect_act,-0.0005560000000000017,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2009-07
3918,2009-08-01,rect_act,-0.00047999999999999877,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2009-08
3919,2009-09-01,rect_act,0.008532,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2009-09
3920,2009-10-01,rect_act,0.0004279999999999992,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2009-10
3921,2009-11-01,rect_act,0.0004920000000000018,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2009-11
3922,2009-12-01,rect_act,0.003139999999999998,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2009-12
3923,2010-01-01,rect_act,-0.00046399999999999973,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2010-01
3924,2010-02-01,rect_act,-0.000360000000000001,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2010-02
3925,2010-03-01,rect_act,0.008812,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2010-03
3926,2010-04-01,rect_act,-0.0012960000000000011,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2010-04
3927,2010-05-01,rect_act,0.0016839999999999995,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2010-05
3928,2010-06-01,rect_act,-0.003772,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2010-06
3929,2010-07-01,rect_act,-0.005291999999999999,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2010-07
3930,2010-08-01,rect_act,0.0008679999999999988,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2010-08
3931,2010-09-01,rect_act,0.004004,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2010-09
3932,2010-10-01,rect_act,0.0037559999999999994,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2010-10
3933,2010-11-01,rect_act,0.000712000000000001,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2010-11
3934,2010-12-01,rect_act,-0.002896000000000002,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2010-12
3935,2011-01-01,rect_act,-0.0029839999999999984,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2011-01
3936,2011-02-01,rect_act,-0.0007920000000000003,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2011-02
3937,2011-03-01,rect_act,-0.002604,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2011-03
3938,2011-04-01,rect_act,0.0009319999999999988,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2011-04
3939,2011-05-01,rect_act,-0.001979999999999998,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2011-05
3940,2011-06-01,rect_act,1.2000000000000053e-05,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2011-06
3941,2011-07-01,rect_act,0.00017199999999999898,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2011-07
3942,2011-08-01,rect_act,-0.005692000000000001,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2011-08
3943,2011-09-01,rect_act,0.003176,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2011-09
3944,2011-10-01,rect_act,-0.0017,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2011-10
3945,2011-11-01,rect_act,-0.0010159999999999991,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2011-11
3946,2011-12-01,rect_act,-0.0023839999999999985,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2011-12
3947,2012-01-01,rect_act,-0.0049520000000000015,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2012-01
3948,2012-02-01,rect_act,0.006343999999999999,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2012-02
3949,2012-03-01,rect_act,-0.0007159999999999995,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2012-03
3950,2012-04-01,rect_act,-0.0009239999999999999,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2012-04
3951,2012-05-01,rect_act,0.0038279999999999985,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2012-05
3952,2012-06-01,rect_act,-0.0005479999999999984,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2012-06
3953,2012-07-01,rect_act,0.0018360000000000002,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2012-07
3954,2012-08-01,rect_act,0.001836,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2012-08
3955,2012-09-01,rect_act,-0.003184000000000001,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2012-09
3956,2012-10-01,rect_act,-0.006096,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2012-10
3957,2012-11-01,rect_act,0.0018280000000000006,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2012-11
3958,2012-12-01,rect_act,-0.005824,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2012-12
3959,2013-01-01,rect_act,-3.9999999999999814e-05,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2013-01
3960,2013-02-01,rect_act,0.0024559999999999985,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2013-02
3961,2013-03-01,rect_act,0.0020280000000000003,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2013-03
3962,2013-04-01,rect_act,-0.003560000000000001,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2013-04
3963,2013-05-01,rect_act,-0.005188000000000001,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2013-05
3964,2013-06-01,rect_act,-0.011975999999999999,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2013-06
3965,2013-07-01,rect_act,-0.004063999999999999,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2013-07
3966,2013-08-01,rect_act,0.003112000000000001,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2013-08
3967,2013-09-01,rect_act,0.007632000000000001,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2013-09
3968,2013-10-01,rect_act,0.0011560000000000001,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2013-10
3969,2013-11-01,rect_act,0.0013119999999999994,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2013-11
3970,2013-12-01,rect_act,0.0002840000000000003,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2013-12
3971,2014-01-01,rect_act,0.009643999999999998,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2014-01
3972,2014-02-01,rect_act,0.0022919999999999985,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2014-02
3973,2014-03-01,rect_act,0.00982,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2014-03
3974,2014-04-01,rect_act,-0.006307999999999999,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2014-04
3975,2014-05-01,rect_act,0.014384000000000001,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2014-05
3976,2014-06-01,rect_act,-0.0026439999999999988,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2014-06
3977,2014-07-01,rect_act,0.008692,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2014-07
3978,2014-08-01,rect_act,-0.01952,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2014-08
3979,2014-09-01,rect_act,-0.0028839999999999994,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2014-09
3980,2014-10-01,rect_act,0.0015760000000000004,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2014-10
3981,2014-11-01,rect_act,-0.0003480000000000014,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2014-11
3982,2014-12-01,rect_act,-0.001100000000000001,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2014-12
3983,2015-01-01,rect_act,0.00040399999999999925,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2015-01
3984,2015-02-01,rect_act,-0.0034280000000000005,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2015-02
3985,2015-03-01,rect_act,0.0028760000000000005,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2015-03
3986,2015-04-01,rect_act,-0.0022559999999999993,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2015-04
3987,2015-05-01,rect_act,-0.001875999999999999,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2015-05
3988,2015-06-01,rect_act,-0.008852,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2015-06
3989,2015-07-01,rect_act,0.003631999999999999,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2015-07
3990,2015-08-01,rect_act,0.005568,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2015-08
3991,2015-09-01,rect_act,-0.011984000000000002,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2015-09
3992,2015-10-01,rect_act,-0.0056,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2015-10
3993,2015-11-01,rect_act,6.000000000000072e-05,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2015-11
3994,2015-12-01,rect_act,0.005908000000000001,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2015-12
3995,2016-01-01,rect_act,0.004880000000000001,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2016-01
3996,2016-02-01,rect_act,-0.00362,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2016-02
3997,2016-03-01,rect_act,-0.0017760000000000005,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2016-03
3998,2016-04-01,rect_act,0.005811999999999999,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2016-04
3999,2016-05-01,rect_act,-7.200000000000018e-05,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2016-05
4000,2016-06-01,rect_act,0.0014399999999999999,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2016-06
4001,2016-07-01,rect_act,0.002184,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2016-07
4002,2016-08-01,rect_act,0.0002600000000000007,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2016-08
4003,2016-09-01,rect_act,-0.0023959999999999997,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2016-09
4004,2016-10-01,rect_act,-0.0003440000000000005,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2016-10
4005,2016-11-01,rect_act,0.0025479999999999995,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2016-11
4006,2016-12-01,rect_act,-0.0007999999999999992,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2016-12
4007,2017-01-01,rect_act,0.0022960000000000003,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2017-01
4008,2017-02-01,rect_act,-0.0024480000000000014,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2017-02
4009,2017-03-01,rect_act,0.0020599999999999998,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2017-03
4010,2017-04-01,rect_act,0.0003480000000000011,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2017-04
4011,2017-05-01,rect_act,0.0025040000000000006,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2017-05
4012,2017-06-01,rect_act,0.006564,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2017-06
4013,2017-07-01,rect_act,-0.0038680000000000008,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2017-07
4014,2017-08-01,rect_act,0.0003279999999999992,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2017-08
4015,2017-09-01,rect_act,0.00014799999999999964,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2017-09
4016,2017-10-01,rect_act,-0.0023919999999999996,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2017-10
4017,2017-11-01,rect_act,-0.0003200000000000004,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2017-11
4018,2017-12-01,rect_act,0.0011040000000000006,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2017-12
4019,2018-01-01,rect_act,-0.0008719999999999998,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2018-01
4020,2018-02-01,rect_act,-0.0020480000000000003,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2018-02
4021,2018-03-01,rect_act,-0.0008200000000000001,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2018-03
4022,2018-04-01,rect_act,0.0016680000000000006,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2018-04
4023,2018-05-01,rect_act,0.002780000000000001,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2018-05
4024,2018-06-01,rect_act,-0.001688,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2018-06
4025,2018-07-01,rect_act,-0.0009239999999999995,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2018-07
4026,2018-08-01,rect_act,0.00262,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2018-08
4027,2018-09-01,rect_act,0.0011079999999999992,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2018-09
4028,2018-10-01,rect_act,-0.0009400000000000005,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2018-10
4029,2018-11-01,rect_act,-0.0017360000000000001,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2018-11
4030,2018-12-01,rect_act,0.0031160000000000007,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2018-12
4031,2019-01-01,rect_act,-0.00011600000000000043,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2019-01
4032,2019-02-01,rect_act,0.0005719999999999998,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2019-02
4033,2019-03-01,rect_act,-0.00016399999999999992,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2019-03
4034,2019-04-01,rect_act,0.0019279999999999998,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2019-04
4035,2019-05-01,rect_act,-0.0011959999999999998,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2019-05
4036,2019-06-01,rect_act,0.00296,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2019-06
4037,2019-07-01,rect_act,0.0011120000000000001,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2019-07
4038,2019-08-01,rect_act,0.0013759999999999998,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2019-08
4039,2019-09-01,rect_act,-0.0008720000000000008,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2019-09
4040,2019-10-01,rect_act,-0.0014559999999999996,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2019-10
4041,2019-11-01,rect_act,0.001284,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2019-11
4042,2019-12-01,rect_act,-0.0013959999999999995,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2019-12
4043,2020-01-01,rect_act,0.0024919999999999994,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2020-01
4044,2020-02-01,rect_act,-0.0010879999999999998,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2020-02
4045,2020-03-01,rect_act,0.0025960000000000002,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2020-03
4046,2020-04-01,rect_act,0.0002679999999999998,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2020-04
4047,2020-05-01,rect_act,0.0,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2020-05
4048,2020-06-01,rect_act,-0.0025480000000000004,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2020-06
4049,2020-07-01,rect_act,-1.2000000000000232e-05,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2020-07
4050,2020-08-01,rect_act,-0.0019200000000000018,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2020-08
4051,2020-09-01,rect_act,0.0,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2020-09
4052,2020-10-01,rect_act,-0.00026799999999999985,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2020-10
4053,2020-11-01,rect_act,0.0017720000000000001,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2020-11
4054,2020-12-01,rect_act,-0.0007119999999999997,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2020-12
4055,2021-01-01,rect_act,-0.0007279999999999999,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2021-01
4056,2021-02-01,rect_act,-0.0004360000000000002,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2021-02
4057,2021-03-01,rect_act,0.0009959999999999993,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2021-03
4058,2021-04-01,rect_act,-0.00032400000000000007,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2021-04
4059,2021-05-01,rect_act,0.000504,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2021-05
4060,2021-06-01,rect_act,-0.00013600000000000024,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2021-06
4061,2021-07-01,rect_act,-0.001036,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2021-07
4062,2021-08-01,rect_act,-0.00172,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2021-08
4063,2021-09-01,rect_act,0.0014760000000000003,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2021-09
4064,2021-10-01,rect_act,-0.001364,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2021-10
4065,2021-11-01,rect_act,0.002364,Receivables/Current Assets,Accounts Receivables as a fraction of Current Assets,2021-11
4066,2004-02-01,dpr,0.0033240000000000006,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2004-02
4067,2004-03-01,dpr,-0.0020520000000000004,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2004-03
4068,2004-04-01,dpr,-0.00066,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2004-04
4069,2004-05-01,dpr,0.0005680000000000003,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2004-05
4070,2004-06-01,dpr,-0.001772,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2004-06
4071,2004-07-01,dpr,0.0012920000000000002,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2004-07
4072,2004-08-01,dpr,0.00266,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2004-08
4073,2004-09-01,dpr,-0.0011519999999999994,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2004-09
4074,2004-10-01,dpr,0.00047599999999999964,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2004-10
4075,2004-11-01,dpr,-0.0020879999999999996,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2004-11
4076,2004-12-01,dpr,-0.00031200000000000005,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2004-12
4077,2005-01-01,dpr,-0.000936,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2005-01
4078,2005-02-01,dpr,0.004180000000000001,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2005-02
4079,2005-03-01,dpr,0.0004880000000000003,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2005-03
4080,2005-04-01,dpr,-0.0017280000000000006,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2005-04
4081,2005-05-01,dpr,0.001656,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2005-05
4082,2005-06-01,dpr,0.0009800000000000002,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2005-06
4083,2005-07-01,dpr,0.0009960000000000001,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2005-07
4084,2005-08-01,dpr,0.0026360000000000003,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2005-08
4085,2005-09-01,dpr,0.0014160000000000008,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2005-09
4086,2005-10-01,dpr,0.0018599999999999995,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2005-10
4087,2005-11-01,dpr,0.0006360000000000001,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2005-11
4088,2005-12-01,dpr,0.0018960000000000001,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2005-12
4089,2006-01-01,dpr,0.00017199999999999938,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2006-01
4090,2006-02-01,dpr,0.006452,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2006-02
4091,2006-03-01,dpr,0.0017839999999999998,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2006-03
4092,2006-04-01,dpr,0.006552,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2006-04
4093,2006-05-01,dpr,0.0036639999999999997,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2006-05
4094,2006-06-01,dpr,-0.0006080000000000007,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2006-06
4095,2006-07-01,dpr,-0.0005560000000000007,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2006-07
4096,2006-08-01,dpr,-0.0004680000000000004,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2006-08
4097,2006-09-01,dpr,0.003104,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2006-09
4098,2006-10-01,dpr,0.004684,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2006-10
4099,2006-11-01,dpr,0.002064,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2006-11
4100,2006-12-01,dpr,0.0029080000000000004,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2006-12
4101,2007-01-01,dpr,0.004595999999999999,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2007-01
4102,2007-02-01,dpr,0.0022440000000000008,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2007-02
4103,2007-03-01,dpr,0.006512000000000002,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2007-03
4104,2007-04-01,dpr,-0.0026320000000000007,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2007-04
4105,2007-05-01,dpr,0.003568,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2007-05
4106,2007-06-01,dpr,0.0037800000000000012,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2007-06
4107,2007-07-01,dpr,0.007344,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2007-07
4108,2007-08-01,dpr,0.006167999999999997,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2007-08
4109,2007-09-01,dpr,-0.0027519999999999997,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2007-09
4110,2007-10-01,dpr,0.005268,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2007-10
4111,2007-11-01,dpr,-0.005679999999999999,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2007-11
4112,2007-12-01,dpr,0.0005480000000000014,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2007-12
4113,2008-01-01,dpr,-0.0005800000000000014,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2008-01
4114,2008-02-01,dpr,0.005248,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2008-02
4115,2008-03-01,dpr,8.000000000000006e-06,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2008-03
4116,2008-04-01,dpr,0.0,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2008-04
4117,2008-05-01,dpr,-0.0022679999999999996,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2008-05
4118,2008-06-01,dpr,0.002056,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2008-06
4119,2008-07-01,dpr,0.0003960000000000001,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2008-07
4120,2008-08-01,dpr,0.0018960000000000016,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2008-08
4121,2008-09-01,dpr,0.0026199999999999973,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2008-09
4122,2008-10-01,dpr,-0.000228000000000002,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2008-10
4123,2008-11-01,dpr,-0.001744000000000001,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2008-11
4124,2008-12-01,dpr,-0.0007640000000000005,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2008-12
4125,2009-01-01,dpr,-0.002063999999999999,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2009-01
4126,2009-02-01,dpr,-0.0015000000000000007,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2009-02
4127,2009-03-01,dpr,0.0006600000000000002,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2009-03
4128,2009-04-01,dpr,-0.0003519999999999999,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2009-04
4129,2009-05-01,dpr,0.003231999999999999,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2009-05
4130,2009-06-01,dpr,-7.999999999999929e-05,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2009-06
4131,2009-07-01,dpr,-0.0009960000000000001,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2009-07
4132,2009-08-01,dpr,-0.0002960000000000012,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2009-08
4133,2009-09-01,dpr,-0.002784000000000001,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2009-09
4134,2009-10-01,dpr,-0.0009920000000000003,Dividend Payout Ratio,Dividends as a fraction of Income Before Extra. Items,2009-10
